1755,5			
1756,5	1		
1755,5	-1		
1755,5	0		
1755	-0,5		
1755,5	0,5		
1755	-0,5		
1754,5	-0,5		
1755,5	1		
1755	-0,5		
1755	0		
1755,5	0,5		
1755,5	0		
1754,5	-1		
1755,5	1		
1755	-0,5		
1755	0		
1753,6	-1,4		
1750,2	-3,4		
1749,3	-0,9		
1748,8	-0,5		
1747,3	-1,5		
1744,5	-2,8		
1743	-1,5		
1740,1	-2,9		
1740,1	0		
1740,6	0,5		
1740,1	-0,5		
1741,1	1		
1740,1	-1		
1743,5	3,4		
1743	-0,5		
1742,1	-0,9		
1743	0,9		
1748,8	5,8		
1744,9	-3,9		
1747,8	2,9		
1750,7	2,9		
1752,1	1,4		
1756,9	4,8		
1752,1	-4,8		
1756,5	4,4		
1757,9	1,4		
1760,8	2,9		
1764,2	3,4		
1760,8	-3,4		
1764,6	3,8		
1766,1	1,5		
1769,4	3,3		
1770,9	1,5		
1773,8	2,9		
1777,6	3,8		
1773,8	-3,8		
1777,6	3,8		
1778,6	1		
1780,5	1,9		
1777,1	-3,4		
1782,9	5,8		
1779,1	-3,8		
1783,9	4,8		
1780,5	-3,4		
1783,9	3,4		
1780	-3,9		
1784,8	4,8		
1781,9	-2,9		
1787,2	5,3		
1783,4	-3,8		
1787,2	3,8		
1783,4	-3,8		
1788,2	4,8		
1784,3	-3,9		
1788,2	3,9		
1784,8	-3,4		
1788,2	3,4		
1789,6	1,4		
1793	3,4		
1789,1	-3,9		
1794	4,9		
1789,6	-4,4		
1793,5	3,9		
1790,1	-3,4		
1794	3,9		
1790,1	-3,9		
1794,4	4,3		
1791,1	-3,3		
1795,9	4,8		
1792	-3,9		
1795,4	3,4		
1792	-3,4		
1794,9	2,9		
1798,8	3,9		
1794,4	-4,4		
1797,8	3,4		
1794,4	-3,4		
1799,7	5,3		
1801,2	1,5		
1797,8	-3,4		
1802,1	4,3		
1798,3	-3,8		
1802,1	3,8		
1798,3	-3,8		
1802,1	3,8		
1804,1	2		
1799,7	-4,4		
1804,5	4,8		
1801,2	-3,3		
1806,5	5,3		
1802,1	-4,4		
1807,4	5,3		
1804,1	-3,3		
1807,4	3,3		
1804,5	-2,9		
1807,9	3,4		
1806	-1,9		
1805,5	-0,5		
1808,9	3,4		
1805,5	-3,4		
1809,3	3,8		
1806	-3,3		
1805	-1		
1804,1	-0,9		
1804,5	0,4		
1802,6	-1,9		
1804,1	1,5		
1804,1	0		
1803,6	-0,5		
1804,1	0,5		
1804,5	0,4		
1805,5	1		
1801,7	-3,8		
1807,9	6,2		
1804,5	-3,4		
1807,4	2,9		
1804,1	-3,3		
1807,9	3,8		
1804,1	-3,8		
